date,grand_Xit,grand_Rit,num_node,grand_Rt,cutoff_I
2020-09-09,18464930,15312718,115,0.8292865448176625,0.7
2020-09-10,18956891,15694823,114,0.8279217831658156,0.7
2020-09-11,19220091,15921415,115,0.828373549323986,0.7
2020-09-12,19441539,16106022,115,0.8284334897561351,0.7
2020-09-13,19647262,16269519,115,0.8280807269735599,0.7
2020-09-14,19847005,16482563,115,0.8304811229704432,0.7
2020-09-15,20037920,16684729,116,0.8326577309421337,0.7
2020-09-16,20275592,16887380,117,0.8328920802904299,0.7
2020-09-17,20471016,17064544,115,0.8335953623405893,0.7
2020-09-18,20798649,17333294,117,0.8333855723032779,0.7
2020-09-19,21017164,17538615,117,0.8344900862932791,0.7
2020-09-20,21243311,17773993,118,0.8366865692452556,0.7
2020-09-21,21410809,17984553,119,0.8399754068143805,0.7
2020-09-22,21550521,18136989,118,0.8416032726076553,0.7
2020-09-23,21761476,18364630,118,0.8439055328783764,0.7
2020-09-24,21977864,18570916,119,0.8449827517360194,0.7
2020-09-25,22326618,18872104,119,0.8452737445501151,0.7
2020-09-26,22541240,19103224,119,0.8474788432224669,0.7
2020-09-27,22739867,19294715,119,0.8484972669365216,0.7
2020-09-28,22903518,19479281,120,0.8504929679361921,0.7
2020-09-29,23077612,19689544,120,0.8531881028245036,0.7
2020-09-30,23288915,19891918,120,0.8541367427379077,0.7
2020-10-01,23480466,20064479,118,0.8545179214075224,0.7
2020-10-02,23719037,20226974,120,0.8527738288868979,0.7
2020-10-03,23904783,20428070,119,0.8545599430875402,0.7
2020-10-04,24090480,20621734,119,0.8560117523602685,0.7
2020-10-05,24246031,20815899,118,0.858528103011994,0.7
2020-10-06,24423800,21017237,118,0.8605228097183895,0.7
2020-10-07,24690581,21238730,119,0.8601956349265333,0.7
2020-10-08,24463833,21115613,118,0.8631359198699566,0.7
2020-10-09,24692638,21289195,118,0.8621677035884137,0.7
2020-10-10,24902316,21450647,118,0.8613916472668647,0.7
2020-10-11,25064223,21634272,116,0.8631535076910224,0.7
2020-10-12,25096317,21700314,113,0.8646812199574941,0.7
2020-10-13,25280532,21870254,114,0.8651026014800638,0.7
2020-10-14,25445304,22019549,113,0.8653678887074802,0.7
2020-10-15,25593957,22147489,114,0.8653405567572064,0.7
2020-10-16,25766466,22288889,113,0.8650347703872157,0.7
2020-10-17,25961355,22442280,112,0.8644494865541494,0.7
2020-10-18,26136842,22609993,112,0.8650621601492636,0.7
2020-10-19,26242400,22721098,111,0.8658163125323903,0.7
2020-10-20,26441218,22901362,113,0.8661235651095952,0.7
2020-10-21,26644684,23063837,114,0.8656074510022337,0.7
2020-10-22,26690933,23122188,109,0.8662937335311583,0.7
2020-10-23,26842573,23241171,108,0.865832459503789,0.7
2020-10-24,27013757,23368920,107,0.8650747839332381,0.7
2020-10-25,27371634,23647311,109,0.8639349408223126,0.7
2020-10-26,27432655,23744946,107,0.8655722896671868,0.7
2020-10-27,27572930,24250447,107,0.8795019970674136,0.7
2020-10-28,27760440,24423501,107,0.8797951689526535,0.7
2020-10-29,27468509,24247896,107,0.8827525367321539,0.7
2020-10-30,27648907,24417170,107,0.8831151987310023,0.7
2020-10-31,27823201,24575178,107,0.8832620660721244,0.7
2020-11-01,27969825,24740615,106,0.8845466498270904,0.7
2020-11-02,28197308,24950530,107,0.8848550365162519,0.7
2020-11-03,28355668,25098569,107,0.8851341114587743,0.7
2020-11-04,28314674,25101593,108,0.8865224088400241,0.7
2020-11-05,28558744,25283047,108,0.885299682647108,0.7
2020-11-06,28643755,25387900,106,0.8863328149539053,0.7
2020-11-07,28831512,25538766,108,0.8857935026092284,0.7
2020-11-08,29097251,25749885,108,0.8849593729661953,0.7
2020-11-09,29244986,25876117,110,0.8848052449059131,0.7
2020-11-10,29399485,26022764,108,0.8851435322761606,0.7
2020-11-11,29590775,26273533,111,0.8878960757195443,0.7
2020-11-12,29803432,26455033,110,0.8876505564862462,0.7
2020-11-13,30023692,26629139,113,0.8869375225405324,0.7
2020-11-14,30656682,27077858,113,0.8832612087635576,0.7
2020-11-15,30838947,27229367,111,0.8829538505319264,0.7
2020-11-16,30992352,27447342,113,0.8856166192227037,0.7
2020-11-17,31154777,27622758,111,0.886629938002766,0.7
2020-11-18,31353706,27809491,110,0.8869602528007375,0.7
2020-11-19,31687650,28085012,111,0.8863078202391153,0.7
2020-11-20,31902858,28278293,111,0.886387451556848,0.7
2020-11-21,32117511,28433852,111,0.8853068346423233,0.7
2020-11-22,32736218,28917398,112,0.883345718188949,0.7
2020-11-23,33201817,29289478,115,0.8821649128419689,0.7
2020-11-24,33400618,29494561,115,0.8830543494734139,0.7
2020-11-25,33651231,29700310,116,0.8825920811039573,0.7
2020-11-26,33333035,29487333,116,0.8846279074197714,0.7
2020-11-27,33659626,29717048,117,0.8828692273645583,0.7
2020-11-28,33854117,29858759,116,0.8819830982447423,0.7
2020-11-29,33515651,29658254,115,0.88490759138171,0.7
2020-11-30,35298342,30980113,118,0.877664820630952,0.7
2020-12-01,35505020,31284897,118,0.8811401035684532,0.7
2020-12-02,35759403,31534938,118,0.8818642190419118,0.7
2020-12-03,36028204,31774647,118,0.8819381338020624,0.7
2020-12-04,36608614,32256357,121,0.881113854788384,0.7
2020-12-05,37892939,33210545,121,0.8764309625072892,0.7
2020-12-06,38131725,33409537,121,0.8761611755041242,0.7
2020-12-07,38603657,33845594,123,0.8767457963891867,0.7
2020-12-08,38827273,34131391,123,0.8790571256446468,0.7
2020-12-09,40233254,35140874,124,0.8734285822369724,0.7
2020-12-10,40534556,35461050,124,0.8748350419824508,0.7
2020-12-11,40836190,35720126,124,0.8747174014030202,0.7
2020-12-12,42106659,37510159,125,0.8908367438983938,0.7
2020-12-13,42382623,37792389,125,0.8916953771360494,0.7
2020-12-14,42616609,38050162,124,0.8928481850820181,0.7
2020-12-15,43046929,38446701,125,0.8931345834217349,0.7
2020-12-16,43134656,38581683,125,0.8944474484739139,0.7
2020-12-17,43448590,38865622,125,0.8945197531151183,0.7
2020-12-18,43785966,39124771,125,0.8935459137752036,0.7
2020-12-19,44198233,39490049,125,0.8934757414397086,0.7
2020-12-20,44469484,39724380,125,0.8932952763742436,0.7
2020-12-21,44986891,40210583,127,0.8938288933991905,0.7
2020-12-22,45096498,40401320,126,0.8958859732301164,0.7
2020-12-23,45462929,40687220,127,0.894953776515367,0.7
2020-12-24,45627213,40841026,125,0.8951023591995417,0.7
2020-12-25,46072515,41173060,127,0.893657748008764,0.7
2020-12-26,46282905,41549780,127,0.8977349196209702,0.7
2020-12-27,46663432,41936871,128,0.8987095291233616,0.7
2020-12-28,46877569,42195250,127,0.9001160021757955,0.7
2020-12-29,47136173,42493902,128,0.9015136209721566,0.7
2020-02-08,1,1,1,1,0.8
2020-02-09,1,1,1,1,0.8
2020-02-10,1,1,1,1,0.8
2020-02-11,1,1,1,1,0.8
2020-02-12,6,6,5,1,0.8
2020-02-13,6,6,5,1,0.8
2020-02-14,6,6,5,1,0.8
2020-02-15,8,8,6,1,0.8
2020-02-16,11,11,7,1,0.8
2020-02-17,11,11,7,1,0.8
2020-02-18,11,11,7,1,0.8
2020-02-19,11,11,7,1,0.8
2020-02-20,11,11,7,1,0.8
2020-02-21,43,39,9,0.9069767441860465,0.8
2020-02-22,43,39,9,0.9069767441860465,0.8
2020-02-23,43,39,9,0.9069767441860465,0.8
2020-02-24,65,57,10,0.8769230769230769,0.8
2020-02-25,61,56,10,0.9180327868852459,0.8
2020-02-26,46,42,7,0.9130434782608695,0.8
2020-02-27,24,24,6,1,0.8
2020-02-28,25,25,7,1,0.8
2020-02-29,25,25,7,1,0.8
2020-03-01,24,24,6,1,0.8
2020-03-02,19,19,4,1,0.8
2020-03-03,19,19,4,1,0.8
2020-03-04,19,19,4,1,0.8
2020-03-05,19,19,4,1,0.8
2020-03-06,20,19,4,0.95,0.8
2020-03-07,2,2,2,1,0.8
2020-03-08,2,2,2,1,0.8
2020-03-09,2,2,2,1,0.8
2020-03-10,3,3,3,1,0.8
2020-03-11,2,2,2,1,0.8
2020-03-12,2,2,2,1,0.8
2020-03-13,3,3,3,1,0.8
2020-03-14,3,3,3,1,0.8
2020-03-15,2,2,2,1,0.8
2020-03-16,1,1,1,1,0.8
2020-03-17,1,1,1,1,0.8
2020-03-18,1,1,1,1,0.8
2020-03-19,1,1,1,1,0.8
2020-03-20,1,1,1,1,0.8
2020-03-21,1,1,1,1,0.8
2020-03-22,1,1,1,1,0.8
2020-03-28,1,1,1,1,0.8
2020-03-29,1,1,1,1,0.8
2020-03-30,1,1,1,1,0.8
2020-03-31,1,1,1,1,0.8
2020-04-01,1,1,1,1,0.8
2020-04-07,11,10,1,0.9090909090909091,0.8
2020-04-08,11,11,1,1,0.8
2020-04-09,90,77,2,0.8555555555555555,0.8
2020-04-10,91,81,2,0.8901098901098901,0.8
2020-04-11,91,83,2,0.9120879120879121,0.8
2020-04-12,275,245,3,0.8909090909090909,0.8
2020-04-13,275,245,3,0.8909090909090909,0.8
2020-04-14,296,267,4,0.902027027027027,0.8
2020-04-15,405,358,4,0.8839506172839506,0.8
2020-04-16,398,355,4,0.8919597989949749,0.8
2020-04-17,534,469,5,0.8782771535580525,0.8
2020-04-18,669,588,6,0.8789237668161435,0.8
2020-04-19,1801,1538,9,0.8539700166574126,0.8
2020-04-20,1818,1616,10,0.8888888888888888,0.8
2020-04-21,2091,1871,11,0.8947871831659493,0.8
2020-04-22,6713,5729,13,0.8534187397586772,0.8
2020-04-23,7067,6183,14,0.8749115607754351,0.8
2020-04-24,21537,18027,16,0.837024655244463,0.8
2020-04-25,28300,23637,18,0.8352296819787985,0.8
2020-04-26,43539,36276,19,0.8331840418934748,0.8
2020-04-27,43647,36583,19,0.838156116113364,0.8
2020-04-28,43811,37070,20,0.846134532423364,0.8
2020-04-29,43999,37587,22,0.8542694152139821,0.8
2020-04-30,44134,37885,21,0.85840848325554,0.8
2020-05-01,74438,62610,24,0.841102662618555,0.8
2020-05-02,171721,141112,26,0.8217515621269385,0.8
2020-05-03,336210,273406,28,0.8132000832812826,0.8
2020-05-04,338240,277438,28,0.8202400662251655,0.8
2020-05-05,340001,280941,27,0.8262946285452102,0.8
2020-05-06,343363,287838,28,0.8382906719710627,0.8
2020-05-07,346260,291271,28,0.841191590134581,0.8
2020-05-08,349205,292914,28,0.8388024226457239,0.8
2020-05-09,351410,296248,28,0.8430266640106997,0.8
2020-05-10,247967,214455,29,0.8648529844697077,0.8
2020-05-11,249078,216095,29,0.8675796336890452,0.8
2020-05-12,260616,226478,30,0.8690103447217362,0.8
2020-05-13,285193,248201,31,0.870291346561802,0.8
2020-05-14,289390,252364,32,0.8720550122671827,0.8
2020-05-15,290498,254060,35,0.8745671226652163,0.8
2020-05-16,299067,261861,37,0.8755930945239695,0.8
2020-05-17,300467,264345,38,0.8797804750604892,0.8
2020-05-18,321338,281998,41,0.8775743920731441,0.8
2020-05-19,322960,283816,42,0.8787961357443647,0.8
2020-05-20,326605,289482,43,0.8863367064190689,0.8
2020-05-21,329251,292801,43,0.8892941858946518,0.8
2020-05-22,339399,302777,45,0.8920975017604649,0.8
2020-05-23,356796,317210,46,0.8890514467650983,0.8
2020-05-24,357471,318459,46,0.8908666717020401,0.8
2020-05-25,354336,316911,44,0.8943799105933351,0.8
2020-05-26,347855,312598,43,0.8986445501717669,0.8
2020-05-27,348437,314760,43,0.9033483814864667,0.8
2020-05-28,366304,329454,47,0.8994004979470603,0.8
2020-05-29,367673,330916,48,0.9000280140233305,0.8
2020-05-30,368438,332267,48,0.9018260874285497,0.8
2020-05-31,369156,333206,48,0.9026156963451766,0.8
2020-06-01,364141,329432,49,0.9046825268234008,0.8
2020-06-02,372704,337296,50,0.9049969949343178,0.8
2020-06-03,373652,339779,50,0.9093461295537024,0.8
2020-06-04,491883,436250,51,0.8868979005169929,0.8
2020-06-05,501943,444898,54,0.886351637536533,0.8
2020-06-06,503707,446751,53,0.8869263282027051,0.8
2020-06-07,689944,596892,56,0.8651310831023967,0.8
2020-06-08,696466,605095,55,0.8688076661315843,0.8
2020-06-09,702291,614772,56,0.8753807182492728,0.8
2020-06-10,710017,622398,56,0.8765959124922361,0.8
2020-06-11,717468,629313,56,0.8771304086035893,0.8
2020-06-12,726876,636974,56,0.8763172810768274,0.8
2020-06-13,737476,646294,57,0.8763593662709024,0.8
2020-06-14,745862,653842,56,0.8766259710241304,0.8
2020-06-15,755269,662347,60,0.8769683384330615,0.8
2020-06-16,743198,656218,59,0.8829652394113009,0.8
2020-06-17,781795,684425,59,0.8754532837892286,0.8
2020-06-18,986106,848830,61,0.8607898136711469,0.8
2020-06-19,1041551,893403,63,0.8577621259064606,0.8
2020-06-20,1051999,903894,63,0.8592156456422487,0.8
2020-06-21,1066933,916491,64,0.858995831978203,0.8
2020-06-22,1076703,927116,64,0.8610693942526397,0.8
2020-06-23,1173808,1009008,64,0.8596022518163107,0.8
2020-06-24,1186159,1023529,65,0.8628935918371821,0.8
2020-06-25,1197449,1035014,65,0.8643491288564273,0.8
2020-06-26,1211248,1048469,67,0.8656105108119889,0.8
2020-06-27,1222226,1060691,68,0.8678354085087373,0.8
2020-06-28,1260156,1093873,68,0.8680457022781306,0.8
2020-06-29,1315152,1140653,67,0.8673164774870129,0.8
2020-06-30,1326081,1153800,68,0.870082596764451,0.8
2020-07-01,1336347,1168852,68,0.8746620451125344,0.8
2020-07-02,1347381,1183308,69,0.8782282071663472,0.8
2020-07-03,1358421,1196105,68,0.880511270070177,0.8
2020-07-04,1432025,1259212,70,0.8793226375237863,0.8
2020-07-05,1430797,1261593,70,0.8817414350183849,0.8
2020-07-06,1460870,1290272,71,0.8832216418983209,0.8
2020-07-07,1764644,1539064,72,0.8721668506508962,0.8
2020-07-08,1513089,1342969,71,0.887567750476013,0.8
2020-07-09,1758759,1545483,71,0.8787349489043127,0.8
2020-07-10,1791367,1575208,71,0.8793329340107303,0.8
2020-07-11,1799473,1585371,69,0.8810196096301528,0.8
2020-07-12,1800177,1588885,69,0.8826270972243285,0.8
2020-07-13,2125994,1853641,71,0.8718938059091418,0.8
2020-07-14,2142360,1871991,72,0.8737985212569316,0.8
2020-07-15,2133963,1870638,68,0.8766028276966377,0.8
2020-07-16,2167905,1900370,69,0.8765928396308879,0.8
2020-07-17,1974339,1757648,68,0.8902463052191139,0.8
2020-07-18,1984536,1768446,67,0.8911130863839205,0.8
2020-07-19,1985026,1771967,64,0.8926668970582753,0.8
2020-07-20,2246968,1986603,65,0.8841260756717496,0.8
2020-07-21,2259963,2001046,65,0.8854330800990989,0.8
2020-07-22,2272785,2015393,65,0.8867503965399279,0.8
2020-07-23,2555516,2249023,66,0.8800661001535502,0.8
2020-07-24,2571966,2280218,66,0.8865661521186516,0.8
2020-07-25,2586581,2292717,66,0.8863890208735006,0.8
2020-07-26,2600412,2304826,66,0.8863310890735776,0.8
2020-07-27,2597458,2306128,65,0.8878403423654974,0.8
2020-07-28,2634345,2338246,65,0.8876005230901799,0.8
2020-07-29,2626665,2337773,63,0.8900156662535953,0.8
2020-07-30,2636975,2349102,61,0.8908321087609856,0.8
2020-07-31,2681493,2390367,62,0.8914313779674233,0.8
2020-08-01,2692953,2403444,63,0.8924938534018232,0.8
2020-08-02,2720854,2428851,65,0.8926796513153591,0.8
2020-08-03,3171246,2794601,67,0.8812312258336313,0.8
2020-08-04,3283277,2888366,71,0.8797204743918957,0.8
2020-08-05,3393676,2986569,72,0.8800395205670783,0.8
2020-08-06,3364491,2966584,71,0.8817333736366065,0.8
2020-08-07,2922527,2617394,69,0.8955927524365045,0.8
2020-08-08,3398769,3004992,69,0.8841412876250195,0.8
2020-08-09,3511393,3104248,70,0.8840502900131088,0.8
2020-08-10,3525432,3125668,68,0.8866056698866975,0.8
2020-08-11,6701698,5672451,71,0.8464199669994082,0.8
2020-08-12,6780590,5751987,72,0.8483018439398341,0.8
2020-08-13,3741595,3304182,72,0.8830945091598636,0.8
2020-08-14,6892324,5861953,72,0.8505045613061719,0.8
2020-08-15,7547171,6358303,73,0.8424750148101852,0.8
2020-08-16,7706857,6502031,73,0.843668307326839,0.8
2020-08-17,7754693,6571896,74,0.8474733944980156,0.8
2020-08-18,7795869,6652608,73,0.8533504090435589,0.8
2020-08-19,7870497,6729304,72,0.8550036929052892,0.8
2020-08-20,7691771,6592448,72,0.8570780383347346,0.8
2020-08-21,7768790,6631044,71,0.8535491369955939,0.8
2020-08-22,8777306,7476704,73,0.8518221878102461,0.8
2020-08-23,7891348,6766675,71,0.8574802429192072,0.8
2020-08-24,7917637,6813222,71,0.860512044186921,0.8
2020-08-25,8946010,7684687,71,0.8590071998578137,0.8
2020-08-26,9143699,7862378,71,0.8598684186782614,0.8
2020-08-27,9310851,8010481,75,0.860338222574929,0.8
2020-08-28,9388608,8076262,75,0.860219321117678,0.8
2020-08-29,9464469,8150307,76,0.8611478361860554,0.8
2020-08-30,9535396,8213950,76,0.8614167675888867,0.8
2020-08-31,9575989,8270906,75,0.8637129804555957,0.8
2020-09-01,9643785,8380556,73,0.869011078119224,0.8
2020-09-02,9741089,8470237,76,0.8695369686079246,0.8
2020-09-03,9792550,8521088,75,0.8701602749028599,0.8
2020-09-04,9744809,8486730,74,0.8708975209262696,0.8
2020-09-05,9832191,8554531,77,0.8700533787433543,0.8
2020-09-06,10019790,8709367,78,0.8692165205059188,0.8
2020-09-07,9934753,8661258,79,0.8718141256254685,0.8
2020-09-08,10639260,9249135,78,0.869340066884351,0.8
2020-09-09,10833512,9439060,80,0.8712834766786616,0.8
2020-09-10,10992980,9599155,82,0.8732077198357497,0.8
2020-09-11,11084743,9689157,83,0.8740984793242387,0.8
2020-09-12,11065105,9673361,83,0.8742222509411343,0.8
2020-09-13,11256170,9805376,85,0.8711112216677609,0.8
2020-09-14,11283080,9867978,85,0.8745819403921624,0.8
2020-09-15,11333172,9942954,85,0.87733195966672,0.8
2020-09-16,11345715,9960578,85,0.8779154068298032,0.8
2020-09-17,11402119,10008068,85,0.8777375503623494,0.8
2020-09-18,11587949,10147933,86,0.8757315897748601,0.8
2020-09-19,11555190,10139799,85,0.8775103654721385,0.8
2020-09-20,17549610,14942380,89,0.8514365846306556,0.8
2020-09-21,18102751,15452791,89,0.8536156189741548,0.8
2020-09-22,18350965,15690561,90,0.8550264795339101,0.8
2020-09-23,19173331,16399585,88,0.8553331186949206,0.8
2020-09-24,19274343,16515969,87,0.8568888184671197,0.8
2020-09-25,19472338,16713751,88,0.8583330363308197,0.8
2020-09-26,20166474,17331632,92,0.8594279793284637,0.8
2020-09-27,20770177,17833505,93,0.8586111230539827,0.8
2020-09-28,20945074,18026438,93,0.860652867590728,0.8
2020-09-29,21111963,18225428,95,0.8632749119539477,0.8
2020-09-30,21309877,18414518,95,0.864130656408763,0.8
2020-10-01,21473358,18564744,94,0.8645477805567252,0.8
2020-10-02,21643122,18675772,93,0.8628963972942536,0.8
2020-10-03,21505452,18619201,92,0.8657898006514813,0.8
2020-10-04,20902633,18179520,92,0.8697239242539445,0.8
2020-10-05,20890890,18245687,92,0.8733800714091166,0.8
2020-10-06,21020861,18408956,91,0.8757470019900707,0.8
2020-10-07,21221890,18583728,92,0.8756867555151779,0.8
2020-10-08,21380914,18730908,91,0.8760574033458065,0.8
2020-10-09,21870767,19116593,91,0.8740705344261589,0.8
2020-10-10,22044403,19257900,91,0.873595896427769,0.8
2020-10-11,22197898,19441410,91,0.8758221161300949,0.8
2020-10-12,22264957,19531793,90,0.8772436883664316,0.8
2020-10-13,22342802,19622530,89,0.8782483951654766,0.8
2020-10-14,22492904,19765433,91,0.8787408242172732,0.8
2020-10-15,22774153,19999532,90,0.8781679828005019,0.8
2020-10-16,22942071,20141170,90,0.8779142039966662,0.8
2020-10-17,23085068,20258360,89,0.877552537423758,0.8
2020-10-18,23230127,20410963,89,0.8786419032491729,0.8
2020-10-19,22976584,20239481,87,0.8808742413580714,0.8
2020-10-20,23104510,20370927,87,0.8816861729593054,0.8
2020-10-21,23254770,20500938,86,0.8815799081220757,0.8
2020-10-22,23404858,20637289,86,0.881752369529437,0.8
2020-10-23,23556670,20763260,87,0.8814174499197043,0.8
2020-10-24,24094880,21190141,88,0.8794457992735386,0.8
2020-10-25,24196766,21291518,87,0.8799323843525205,0.8
2020-10-26,24305325,21425529,87,0.8815158406645457,0.8
2020-10-27,23854316,21462585,88,0.8997359220025425,0.8
2020-10-28,23999960,21606398,87,0.9002680837801397,0.8
2020-10-29,24091239,21691804,86,0.9004021752471926,0.8
2020-10-30,24229938,21829831,86,0.9009445670063209,0.8
2020-10-31,24372806,21964873,88,0.9012041124850376,0.8
2020-11-01,23576188,21383350,88,0.90698928936264,0.8
2020-11-02,23671164,21506551,88,0.908554856026514,0.8
2020-11-03,24187357,21948424,88,0.9074337473085629,0.8
2020-11-04,24309935,22066124,88,0.9076998354787867,0.8
2020-11-05,24444957,22176256,88,0.9071914505719932,0.8
2020-11-06,24908662,22581286,90,0.9065635882007632,0.8
2020-11-07,25039283,22694343,90,0.9063495548175241,0.8
2020-11-08,25167800,22817838,90,0.9066282313114377,0.8
2020-11-09,25268213,22917539,90,0.9069711023886018,0.8
2020-11-10,25385298,23040779,91,0.9076426441793198,0.8
2020-11-11,25522321,23254512,91,0.9111440922633957,0.8
2020-11-12,25683508,23404142,90,0.911251765140494,0.8
2020-11-13,25716382,23433105,89,0.9112131325471834,0.8
2020-11-14,25853309,23531614,89,0.9101973755081023,0.8
2020-11-15,25981645,23643665,89,0.9100141657697194,0.8
2020-11-16,26282622,23973196,91,0.9121310651578065,0.8
2020-11-17,26491731,24174256,93,0.9125208164011631,0.8
2020-11-18,26643465,24308930,95,0.9123787014939686,0.8
2020-11-19,26702250,24366769,94,0.9125361720454269,0.8
2020-11-20,26810864,24467490,93,0.912596102833538,0.8
2020-11-21,27454281,24966660,93,0.9093904152871459,0.8
2020-11-22,27636227,25141963,93,0.9097465800957562,0.8
2020-11-23,27873426,25365182,98,0.9100130712313586,0.8
2020-11-24,28122195,25600741,98,0.910339360067733,0.8
2020-11-25,28234929,25691711,99,0.9099265310707882,0.8
2020-11-26,27885222,25397636,98,0.9107919599851133,0.8
2020-11-27,27917281,25421282,97,0.91059304808373,0.8
2020-11-28,28237635,25674279,98,0.9092220010634743,0.8
2020-11-29,28474765,25865667,96,0.9083715704062878,0.8
2020-11-30,28734253,26100762,97,0.9083501144087511,0.8
2020-12-01,29116330,26520917,97,0.9108605720569866,0.8
2020-12-02,29139268,26566587,95,0.9117108569782879,0.8
2020-12-03,29317301,26722014,94,0.9114759233805322,0.8
2020-12-04,29606101,26969936,95,0.9109587243521192,0.8
2020-12-05,29611257,26993813,94,0.9116064542616343,0.8
2020-12-06,29925829,27247266,95,0.9104932732189307,0.8
2020-12-07,30051857,27396759,94,0.911649453143611,0.8
2020-12-08,30071760,27497389,94,0.9143924066965152,0.8
2020-12-09,31023960,28241018,97,0.9102970091503471,0.8
2020-12-10,31204018,28446405,97,0.9116263488887874,0.8
2020-12-11,31387748,28600956,97,0.9112140189222878,0.8
2020-12-12,32766615,30464920,100,0.9297548739776751,0.8
2020-12-13,32846808,30582648,98,0.9310691011437093,0.8
2020-12-14,33381254,31047253,99,0.9300804876892881,0.8
2020-12-15,33656549,31319901,100,0.9305737495546558,0.8
2020-12-16,33469388,31202058,99,0.93225660415422,0.8
2020-12-17,33850867,31539245,100,0.9317115865894956,0.8
2020-12-18,34123451,31751100,102,0.930477401010818,0.8
2020-12-19,34130502,31800847,100,0.9317427267843877,0.8
2020-12-20,34325600,31969544,101,0.9313615493975342,0.8
2020-12-21,34517584,32207719,100,0.933081498403828,0.8
2020-12-22,35173074,32799051,101,0.9325045345766481,0.8
2020-12-23,35394552,32968310,101,0.9314515409038091,0.8
2020-12-24,35597346,33125850,99,0.9305707790687542,0.8
2020-12-25,35805563,33269473,98,0.9291705034773508,0.8
2020-12-26,35940197,33559202,98,0.9337511978579305,0.8
2020-12-27,36071069,33729620,97,0.9350878955098336,0.8
2020-12-28,36201707,33896984,97,0.9363366208118308,0.8
2020-12-29,37728401,35195435,99,0.9328631499649296,0.8
